break_id,account_id,customer_id,security_id,break_type,break_reason,break_amount,currency,break_status,created_ts,age_hours,material_break_flag,assigned_team,owner_id,policy_id,policy_version_expected,source_system
BRK-0000032,ACC-0000791,CUST-000397,SEC-000390,CORPORATE_ACTION,MISSING_BOOKING,669.03,USD,OPEN,2026-04-21T19:56:07,2172,Y,RECON_POSITION,REC-026,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000033,ACC-0000765,CUST-000468,SEC-000023,POSITION,PRICE_DIFFERENCE,-239.34,USD,RESOLVED,2026-06-03T06:41:21,1153,Y,RECON_POSITION,REC-020,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000034,ACC-0000957,CUST-000460,SEC-000362,POSITION,MISSING_BOOKING,142.55,USD,INVESTIGATING,2026-06-02T05:08:16,1178,Y,RECON_POSITION,REC-005,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000035,ACC-0000647,CUST-000004,SEC-000251,POSITION,MISSING_BOOKING,783.06,USD,OPEN,2026-07-09T11:16:32,284,Y,RECON_POSITION,REC-009,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000036,ACC-0000879,CUST-000096,SEC-000320,CORPORATE_ACTION,TIMING_DIFFERENCE,224.84,USD,RESOLVED,2026-04-26T04:04:59,2067,Y,RECON_POSITION,REC-019,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000037,ACC-0000618,CUST-000181,SEC-000226,FX,UNMATCHED_CORPORATE_ACTION,305.53,CAD,RESOLVED,2026-04-03T18:10:52,2605,Y,RECON_POSITION,REC-028,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000038,ACC-0000448,CUST-000258,SEC-000071,NAV,FX_RATE_DIFFERENCE,-462.41,JPY,PENDING_EXTERNAL,2026-04-19T15:57:56,2224,Y,RECON_POSITION,REC-049,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000039,ACC-0000905,CUST-000107,SEC-000119,NAV,EXTERNAL_STATEMENT_MISMATCH,73.43,JPY,RESOLVED,2026-06-01T16:36:56,1191,Y,RECON_POSITION,REC-019,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000040,ACC-0000091,CUST-000265,SEC-000373,NAV,FX_RATE_DIFFERENCE,-82.92,USD,INVESTIGATING,2026-06-08T02:32:11,1037,Y,RECON_POSITION,REC-021,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000041,ACC-0000581,CUST-000018,,CASH,MISSING_BOOKING,243.08,EUR,RESOLVED,2026-05-05T05:23:21,1850,Y,RECON_CASH,REC-022,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000042,ACC-0000904,CUST-000167,,CASH,MISSING_BOOKING,135.32,GBP,OPEN,2026-04-18T14:59:12,2249,Y,RECON_CASH,REC-013,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000043,ACC-0000642,CUST-000391,SEC-000081,POSITION,EXTERNAL_STATEMENT_MISMATCH,26.71,GBP,INVESTIGATING,2026-07-18T00:22:51,79,N,RECON_POSITION,REC-005,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000044,ACC-0000646,CUST-000079,SEC-000462,POSITION,FX_RATE_DIFFERENCE,92.93,USD,INVESTIGATING,2026-05-14T02:40:26,1637,Y,RECON_POSITION,REC-042,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000045,ACC-0000362,CUST-000481,,CASH,EXTERNAL_STATEMENT_MISMATCH,-131.58,USD,RESOLVED,2026-06-02T03:11:42,1180,Y,RECON_CASH,REC-035,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000046,ACC-0000222,CUST-000283,SEC-000164,POSITION,TIMING_DIFFERENCE,90.08,EUR,OPEN,2026-04-24T19:52:49,2100,Y,RECON_POSITION,REC-031,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000047,ACC-0000751,CUST-000206,SEC-000135,FX,MISSING_BOOKING,200.66,GBP,RESOLVED,2026-04-25T01:44:43,2094,Y,RECON_POSITION,REC-021,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000048,ACC-0000365,CUST-000273,,CASH,PRICE_DIFFERENCE,-516.09,USD,INVESTIGATING,2026-06-03T00:24:44,1159,Y,RECON_CASH,REC-029,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000049,ACC-0000403,CUST-000403,SEC-000015,POSITION,DUPLICATE_BOOKING,80.22,USD,OPEN,2026-04-26T14:15:59,2057,Y,RECON_POSITION,REC-016,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000050,ACC-0000878,CUST-000308,SEC-000362,POSITION,DUPLICATE_BOOKING,831.69,USD,PENDING_EXTERNAL,2026-06-01T16:43:01,1191,Y,RECON_POSITION,REC-003,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000051,ACC-0000131,CUST-000008,SEC-000136,POSITION,TIMING_DIFFERENCE,-52.59,EUR,PENDING_EXTERNAL,2026-07-17T02:48:00,101,Y,RECON_POSITION,REC-046,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000052,ACC-0000789,CUST-000284,SEC-000238,NAV,UNMATCHED_CORPORATE_ACTION,317.97,USD,OPEN,2026-06-24T02:55:25,653,Y,RECON_POSITION,REC-022,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000053,ACC-0000160,CUST-000316,SEC-000051,POSITION,PRICE_DIFFERENCE,389.49,USD,OPEN,2026-04-04T01:44:21,2598,Y,RECON_POSITION,REC-010,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000054,ACC-0000663,CUST-000055,,CASH,DUPLICATE_BOOKING,70.62,CAD,OPEN,2026-06-15T00:51:34,871,Y,RECON_CASH,REC-048,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000055,ACC-0000502,CUST-000350,,CASH,DUPLICATE_BOOKING,-81.76,EUR,RESOLVED,2026-06-30T19:16:48,492,Y,RECON_CASH,REC-004,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000056,ACC-0000680,CUST-000006,,CASH,EXTERNAL_STATEMENT_MISMATCH,-152.89,SGD,PENDING_EXTERNAL,2026-05-29T09:33:33,1270,Y,RECON_CASH,REC-010,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000057,ACC-0000879,CUST-000096,SEC-000412,FX,EXTERNAL_STATEMENT_MISMATCH,13.36,USD,PENDING_EXTERNAL,2026-07-10T20:06:12,251,N,RECON_POSITION,REC-048,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000058,ACC-0000611,CUST-000416,,CASH,PRICE_DIFFERENCE,359.20,USD,RESOLVED,2026-07-18T08:25:56,71,Y,RECON_CASH,REC-013,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000059,ACC-0000171,CUST-000090,SEC-000406,FEE,EXTERNAL_STATEMENT_MISMATCH,-157.12,USD,OPEN,2026-05-31T08:28:01,1223,Y,RECON_POSITION,REC-029,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000060,ACC-0000590,CUST-000010,SEC-000392,FX,MISSING_BOOKING,641.34,AUD,RESOLVED,2026-07-06T21:11:39,346,Y,RECON_POSITION,REC-031,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000061,ACC-0000401,CUST-000041,SEC-000224,CORPORATE_ACTION,DUPLICATE_BOOKING,-155.51,EUR,RESOLVED,2026-04-28T14:34:17,2009,Y,RECON_POSITION,REC-015,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000062,ACC-0000862,CUST-000242,SEC-000051,POSITION,TIMING_DIFFERENCE,-297.73,USD,OPEN,2026-07-17T11:27:02,92,Y,RECON_POSITION,REC-028,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000063,ACC-0000329,CUST-000317,,CASH,UNMATCHED_CORPORATE_ACTION,-122.13,USD,OPEN,2026-07-14T11:19:27,164,Y,RECON_CASH,REC-014,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000064,ACC-0000120,CUST-000387,SEC-000128,POSITION,EXTERNAL_STATEMENT_MISMATCH,-330.37,USD,INVESTIGATING,2026-05-29T19:43:13,1260,Y,RECON_POSITION,REC-018,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000065,ACC-0000149,CUST-000441,SEC-000387,POSITION,MISSING_BOOKING,1013.85,USD,INVESTIGATING,2026-07-06T16:21:25,351,Y,RECON_POSITION,REC-030,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000066,ACC-0000897,CUST-000473,SEC-000153,POSITION,DUPLICATE_BOOKING,-61.31,GBP,OPEN,2026-05-28T02:50:17,1301,Y,RECON_POSITION,REC-029,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000067,ACC-0000945,CUST-000101,SEC-000323,CORPORATE_ACTION,MISSING_BOOKING,217.93,EUR,RESOLVED,2026-06-13T23:21:12,896,Y,RECON_POSITION,REC-020,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000068,ACC-0000756,CUST-000059,,CASH,EXTERNAL_STATEMENT_MISMATCH,450.37,USD,OPEN,2026-05-17T00:28:27,1567,Y,RECON_CASH,REC-034,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000069,ACC-0000470,CUST-000421,,CASH,EXTERNAL_STATEMENT_MISMATCH,-590.72,EUR,OPEN,2026-05-19T05:26:37,1514,Y,RECON_CASH,REC-046,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000070,ACC-0000990,CUST-000203,,CASH,EXTERNAL_STATEMENT_MISMATCH,-665.61,AUD,INVESTIGATING,2026-04-02T22:25:13,2625,Y,RECON_CASH,REC-017,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000071,ACC-0000782,CUST-000404,SEC-000198,FEE,PRICE_DIFFERENCE,-148.14,USD,INVESTIGATING,2026-04-28T21:41:46,2002,Y,RECON_POSITION,REC-027,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000072,ACC-0000757,CUST-000101,SEC-000064,POSITION,FX_RATE_DIFFERENCE,-122.28,EUR,OPEN,2026-06-02T12:52:51,1171,Y,RECON_POSITION,REC-021,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000073,ACC-0000691,CUST-000019,,CASH,MISSING_BOOKING,243.64,USD,RESOLVED,2026-04-01T10:46:20,2661,Y,RECON_CASH,REC-015,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000074,ACC-0000728,CUST-000121,SEC-000019,POSITION,PRICE_DIFFERENCE,-74.88,GBP,INVESTIGATING,2026-05-05T23:37:19,1832,Y,RECON_POSITION,REC-045,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000075,ACC-0000502,CUST-000350,SEC-000415,POSITION,UNMATCHED_CORPORATE_ACTION,-30.15,EUR,OPEN,2026-05-20T12:27:56,1483,N,RECON_POSITION,REC-059,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000076,ACC-0000812,CUST-000279,SEC-000082,FX,UNMATCHED_CORPORATE_ACTION,87.84,EUR,INVESTIGATING,2026-05-28T11:20:27,1292,Y,RECON_POSITION,REC-033,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000077,ACC-0000845,CUST-000395,SEC-000332,CORPORATE_ACTION,DUPLICATE_BOOKING,-140.21,EUR,PENDING_EXTERNAL,2026-05-12T23:51:28,1664,Y,RECON_POSITION,REC-007,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000078,ACC-0000728,CUST-000121,SEC-000454,FX,EXTERNAL_STATEMENT_MISMATCH,341.88,GBP,PENDING_EXTERNAL,2026-05-16T05:04:22,1586,Y,RECON_POSITION,REC-007,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000079,ACC-0000546,CUST-000392,,CASH,PRICE_DIFFERENCE,-360.88,USD,INVESTIGATING,2026-07-17T00:31:07,103,Y,RECON_CASH,REC-030,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000080,ACC-0000379,CUST-000124,SEC-000141,FEE,MISSING_BOOKING,-304.20,USD,INVESTIGATING,2026-06-28T14:39:26,545,Y,RECON_POSITION,REC-045,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000081,ACC-0000518,CUST-000119,SEC-000303,FX,DUPLICATE_BOOKING,-175.10,AUD,RESOLVED,2026-04-29T21:32:21,1978,Y,RECON_POSITION,REC-053,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000082,ACC-0000960,CUST-000177,SEC-000132,FEE,PRICE_DIFFERENCE,66.53,AUD,INVESTIGATING,2026-05-21T20:18:23,1451,Y,RECON_POSITION,REC-017,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000083,ACC-0000139,CUST-000399,SEC-000338,CORPORATE_ACTION,EXTERNAL_STATEMENT_MISMATCH,-545.17,JPY,RESOLVED,2026-04-05T10:20:14,2565,Y,RECON_POSITION,REC-058,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000084,ACC-0000421,CUST-000497,,CASH,FX_RATE_DIFFERENCE,-3318.88,USD,RESOLVED,2026-04-26T00:07:29,2071,Y,RECON_CASH,REC-012,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000085,ACC-0000229,CUST-000371,SEC-000089,FX,PRICE_DIFFERENCE,-35.51,USD,RESOLVED,2026-05-30T04:30:49,1251,N,RECON_POSITION,REC-023,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000086,ACC-0000017,CUST-000311,SEC-000435,POSITION,MISSING_BOOKING,27.86,USD,PENDING_EXTERNAL,2026-04-27T22:58:40,2025,N,RECON_POSITION,REC-011,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000087,ACC-0000738,CUST-000147,,CASH,FX_RATE_DIFFERENCE,329.79,CAD,PENDING_EXTERNAL,2026-04-14T07:21:08,2352,Y,RECON_CASH,REC-035,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000088,ACC-0000887,CUST-000257,,CASH,EXTERNAL_STATEMENT_MISMATCH,-20.43,USD,INVESTIGATING,2026-05-25T22:39:41,1353,N,RECON_CASH,REC-013,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000089,ACC-0000706,CUST-000014,SEC-000368,NAV,TIMING_DIFFERENCE,554.95,USD,PENDING_EXTERNAL,2026-06-26T16:24:37,591,Y,RECON_POSITION,REC-041,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000090,ACC-0000201,CUST-000479,SEC-000349,CORPORATE_ACTION,FX_RATE_DIFFERENCE,-330.12,USD,OPEN,2026-04-19T02:29:50,2237,Y,RECON_POSITION,REC-023,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000091,ACC-0000758,CUST-000453,SEC-000006,POSITION,FX_RATE_DIFFERENCE,218.48,EUR,PENDING_EXTERNAL,2026-04-24T07:29:22,2112,Y,RECON_POSITION,REC-026,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000092,ACC-0000898,CUST-000356,SEC-000267,POSITION,PRICE_DIFFERENCE,-1837.68,GBP,RESOLVED,2026-06-19T21:58:36,754,Y,RECON_POSITION,REC-022,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000093,ACC-0000104,CUST-000217,,CASH,FX_RATE_DIFFERENCE,-33.42,CAD,PENDING_EXTERNAL,2026-05-17T03:23:25,1564,N,RECON_CASH,REC-032,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000094,ACC-0000285,CUST-000412,SEC-000005,POSITION,DUPLICATE_BOOKING,407.51,USD,INVESTIGATING,2026-06-16T23:24:18,824,Y,RECON_POSITION,REC-034,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000095,ACC-0000316,CUST-000500,SEC-000470,NAV,MISSING_BOOKING,293.37,SGD,ESCALATED,2026-06-24T08:32:55,647,Y,RECON_POSITION,REC-024,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000096,ACC-0000740,CUST-000368,SEC-000188,POSITION,MISSING_BOOKING,135.71,USD,INVESTIGATING,2026-05-02T01:26:27,1926,Y,RECON_POSITION,REC-045,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000097,ACC-0000189,CUST-000464,SEC-000289,POSITION,FX_RATE_DIFFERENCE,105.24,AUD,RESOLVED,2026-04-01T02:02:52,2669,Y,RECON_POSITION,REC-017,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000098,ACC-0000030,CUST-000012,SEC-000356,FEE,FX_RATE_DIFFERENCE,-105.35,GBP,INVESTIGATING,2026-05-30T08:55:54,1247,Y,RECON_POSITION,REC-012,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000099,ACC-0000384,CUST-000321,SEC-000158,POSITION,UNMATCHED_CORPORATE_ACTION,73.61,SGD,RESOLVED,2026-05-19T09:06:35,1510,Y,RECON_POSITION,REC-021,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000100,ACC-0000840,CUST-000103,SEC-000413,FX,MISSING_BOOKING,80.57,USD,RESOLVED,2026-04-16T11:17:00,2300,Y,RECON_POSITION,REC-049,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000101,ACC-0000913,CUST-000492,SEC-000393,CORPORATE_ACTION,PRICE_DIFFERENCE,-177.12,USD,PENDING_EXTERNAL,2026-07-07T04:58:21,339,Y,RECON_POSITION,REC-012,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000102,ACC-0000616,CUST-000249,SEC-000381,FEE,UNMATCHED_CORPORATE_ACTION,-59.98,USD,INVESTIGATING,2026-05-24T15:04:46,1384,Y,RECON_POSITION,REC-039,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000103,ACC-0000059,CUST-000180,SEC-000103,POSITION,DUPLICATE_BOOKING,138.01,USD,RESOLVED,2026-06-30T12:04:02,499,Y,RECON_POSITION,REC-013,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000104,ACC-0000760,CUST-000174,SEC-000332,POSITION,MISSING_BOOKING,242.59,GBP,PENDING_EXTERNAL,2026-04-04T00:46:25,2599,Y,RECON_POSITION,REC-027,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000105,ACC-0000816,CUST-000209,,CASH,FX_RATE_DIFFERENCE,299.82,EUR,RESOLVED,2026-07-12T15:56:25,208,Y,RECON_CASH,REC-042,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000106,ACC-0000323,CUST-000451,SEC-000301,POSITION,EXTERNAL_STATEMENT_MISMATCH,198.48,JPY,OPEN,2026-07-20T22:01:20,9,Y,RECON_POSITION,REC-020,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000107,ACC-0000833,CUST-000295,SEC-000136,POSITION,UNMATCHED_CORPORATE_ACTION,336.20,EUR,RESOLVED,2026-06-15T07:43:59,864,Y,RECON_POSITION,REC-031,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000108,ACC-0000935,CUST-000415,SEC-000026,FX,UNMATCHED_CORPORATE_ACTION,174.15,EUR,INVESTIGATING,2026-07-19T20:03:03,35,Y,RECON_POSITION,REC-037,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000109,ACC-0000493,CUST-000438,SEC-000399,NAV,UNMATCHED_CORPORATE_ACTION,274.52,AUD,INVESTIGATING,2026-07-13T18:14:27,181,Y,RECON_POSITION,REC-005,POL-REC-001,3.0,RECON_CONTROL_CENTER
BRK-0000110,ACC-0000469,CUST-000256,SEC-000148,CORPORATE_ACTION,MISSING_BOOKING,429.12,CAD,INVESTIGATING,2026-05-02T08:05:32,1919,Y,RECON_POSITION,REC-045,POL-REC-001,3.0,RECON_CONTROL_CENTER
